Timestamp,Teilbereich der Ausbildung,Unterkategorie des Teilbereichs,Fachbereich,Fachbereich,Fachbereich,Fachbereich,Fachbereich,Unterkategorie des Fachbereichs,Fachbereich,Fachbereich,Fachbereich,Unterkategorie des Fachbereichs,Fachbereich,Unterkategorie des Fachbereichs,Kommentar,Fachbegriff,Inhalt,Kommentar,Definition,Erläuterung,Praxisbeispiel aus der Wirtschaft,Verwandte Themen,Kommentar/Bemerkung,Skizze,Lernfrage 1,Antwortmöglichkeit 1.1 (bitte hier immer die richtige Antwort),Antwortmöglichkeit 1.2,Antwortmöglichkeit 1.3,Antwortmöglichkeit 1.4,Antwortmöglichkeit 1.5,Begründung 1.1 (bitte hier immer die richtige Antwort),Begründung 1.2,Begründung 1.3,Begründung 1.4,Begründung 1.5,Skizze,Beispiel-Rechnung ,Antwortmöglichkeit 1.1 (bitte hier immer die richtige Lösung),Antwortmöglichkeit 1.2 ,Antwortmöglichkeit 1.3,Antwortmöglichkeit 1.4,Antwortmöglichkeit 1.5,Begründung 1.1 (bitte hier immer die richtige Antwort),Begründung 1.2,Begründung 1.3,Begründung 1.4,Begründung 1.5,Frage,Skizze,Antwort 1,Antwort 2,Antwort 3,Antwort 4,Antwort 5,Antwort 6,Antwort 7,Antwort 8,Begründung der Reihenfolge,Lernfrage,Skizze,Antwortmöglichkeit 1.1 (bitte richtige Wahl),Antwortmöglichkeit 1.2 (bitte richtige Wahl),"Antwortmöglichkeit 1.3 (falls richtig, am Anfang der Antwort mit ""R:"" beginnen)",Antwortmöglichkeit 1.4,Antwortmöglichkeit 1.5,Begründung 1.1,Begründung 1.2,Begründung 1.3,Begründung 1.4,Begründung 1.5,Auswahl 1,Zugehörig zu Auswahl 1,Auswahl 2,Zugehörig zu Auswahl 2,Auswahl 3,Zugehörig zu Auswahl 3,Auswahl 4,Zugehörig zu Auswahl 4,Auswahl 5,Zugehörig zu Auswahl 5,Begründung,Skizze,Frage,"Antwort (Soll); bitte bei mehreren Soll, mit einem ; trennen","Antwort (Haben) bitte bei mehreren Haben, mit einem ; trennen",Begründung,Leere Tabelle,Fragestellung,Lösung (ergänzte Tabelle),Begründung
09/02/2020 11:54:33,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Werbemittel,Artikel/Definition/Beispiel,,"Als Werbemittel wird der Gegenstand bezeichnet, der die Werbebotschaft enthält.","Werbemittel sind unter anderem Anzeigen, Spots, Filme, Plakate etc. .",Eine Anzeige in einer Zeitung (Werbeträger) stellt ein Werbemittel dar.,"- Werbeziel
- Werbeobjekt
- Werbesubjekt
- Zielgruppe/ Streukreis
- Werbeträger
- Werbebudget
- Werbeinhalt
- Werbezeit
- Werbegebiet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2020 11:57:23,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Werbebudget,Artikel/Definition/Beispiel,,"Das Werbebudget bezeichnet die Summe des Geldes, welches für die Werbung ausgegeben werden kann.","Das Werbebudget ist abhängig von der Finanzlage des Unternehmens, dem Konkurrenzverhalten und dem Umfang der Werbung.","Wenn die finanzielle Lage eines Unternehmens eher schlechter ist, so wird das Werbebudget niedriger ausfallen, als bei einem Unternehmen, welches keine finanzielle Sorgen hat.","- Werbeziel
- Werbeobjekt
- Werbesubjekt
- Zielgruppe/ Streukreis
- Werbeträger
- Werbemittel
- Werbeinhalt
- Werbezeit
- Werbegebiet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/02/2020 12:00:45,"Absatzprozesse planen, steuern und kontrollieren",,,,,,,,,,Kommunikationspolitik,,,,,Werbeinhalt,Artikel/Definition/Beispiel,,"Der Werbeinhalt beschreibt die Botschaft, die mit der Werbung vermittelt werden soll.",Der Werbeinhalt muss den Kunden erreichen. So wird zum Beispiel der rationale oder emotionale Nutzen für den Kunden hervorgehoben. Es kann auch den Konkurrenzvorteil beinhalten.,"Als rationaler Kundennutzen könnte man einen Werbespruch verwenden: ""Wenig zahlen, viel erhalten!"".","- Werbeziel
- Werbeobjekt
- Werbesubjekt
- Zielgruppe/ Streukreis
- Werbeträger
- Werbemittel
- Werbebudget
- Werbezeit
- Werbegebiet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 19:31:17,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Ökonomisches Prinzip,Artikel/Definition/Beispiel,,"Wirtschaftliche Handlung, unter der Bedingung knapper Mittel, zum Erreichen der Gewinnmaximierung eines Unternehmens.","Es wird bei dem ökonomischen Prinzip zwischen Maximal- und Minimalprinzip, zur Erreichung eines optimalen Ergebnisses, unterschieden. Die zur Verfügung stehenden Ressourcen stehen dem potenziellen Ertrag gegenüber.","Ein Autohersteller versucht, mit dem zur Verfügung stehenden Rohmaterial zur Herstellung der Autos, einen maximalen Ertrag zu erzielen.
Ein Apfelsafthersteller versucht, mit einem minimalen Einsatz von Äpfeln, einen definierten Ertrag zu erzielen.
","Maximalprinzip, Minimalprinzip",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 19:37:33,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Maximalprinzip,Artikel/Definition/Beispiel,,Unter Einsatz von verfügbaren Mitteln soll ein maximaler Ertrag erzielt werden.,"Mit den zur Verfügung stehenden Mitteln, wie bspw. Einrichtungen, Personal, Maschinen und Rohstoffen, soll ein möglichst großer unternehmerischer Gewinn erzielt werden. ",Ein Automobilhersteller soll mit den zur Verfügung stehenden Rohmaterialien möglichst viele Autos herstellen.,"Minimalprinzip, Ökonomisches Prinzip",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 19:42:24,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Minimalprinzip,Artikel/Definition/Beispiel,,Ein definierter Ertrag soll mit einem möglichst geringem Einsatz von Mitteln erreicht werden.,"Ein definierter Ertrag kann beispielsweise ein Umsatz- oder ein Gewinnziel eines Unternehmens sein. Zur Erreichung dieses definierten Ertrages sollen möglichst wenige Mittel, wie beispielsweise Personal oder Rohstoffe, eingesetzt werden.","Ein Getränkehersteller versucht, ein definiertes Umsatzziel zu erreichen und dabei möglichst wenig Personal einzusetzen, um die Getränke herzustellen.","Maximalprinzip, Ökonomisches Prinzip",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 19:53:28,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Bedürfnis,Artikel/Definition/Beispiel,,"Ein Wunsch, der aus dem Empfinden eines Mangels heraus entsteht und der gleichzeitig beseitigt werden soll.",Bedürfnisse stellen die Grundlage des wirtschaftlichen Handelns dar. Die Bedürfnisse eines Menschen ändern sich ständig und sind völlig individuell. ,Die Privatperson P hat das Bedürfnis einen roten Sportwagen der Marke Ferrari zu fahren.,"Bedarf, Nachfrage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 20:06:59,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Bedarf,Artikel/Definition/Beispiel,,"Von einem Bedarf ist die Rede, wenn zusätzlich zum Bedürfnis die Kaufkraft vorhanden ist, um das Bedürfnis zu befriedigen.","Für die Wirtschaft ist es wichtig, welche Bedürfnisse erfüllt werden können. Der Teil der Bedürfnisse, der durch die bestehende Kaufkraft erfüllt werden kann, nennt man Bedarf.","Im kommenden Jahr besteht für das neue Automodell ein Bedarf von 100.000 Stück. Demnach haben 100.000 Kunden das Bedürfnis, das neue Automodell zu kaufen und haben die entsprechende Kaufkraft, sich das neue Auto leisten zu können.","Bedürfnis, Nachfrage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 20:19:39,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Nachfrage,Artikel/Definition/Beispiel,,"Die Menge von Gütern und Dienstleistungen, die Wirtschaftssubjekte durch den Kauf mithilfe der zur Verfügung stehenden Kaufkraft zu einem bestimmten Preis erwerben.","Die Nachfrage wird durch den am Markt bestehenden Preis und durch den Bedarf eines Wirtschaftssubjektes, das Produkt zu jenem Preis zu kaufen, bestimmt. ",1.000 Kunden kauften sich im vergangenen Quartal das neue Weizenbrot aus der Bäckerei zu einem Preis von 10€.,"Bedürfnis, Bedarf, Angebot, Marktgleichgewicht",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 20:25:07,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Individualbedürfnis,Artikel/Definition/Beispiel,,"Individuelle Bedürfnisse sind Wünsche, die bei einzelnen Personen auftreten und durch deren Kaufkraft erfüllt werden können.",Individuelle Bedürfnisse sind von Mensch zu Mensch unterschiedlich ausgeprägt. ,"Person P hat das Bedürfnis nach 2 Pizzen, Person B hat hingegen das Bedürfnis nach 3 Äpfeln.","Bedürfnis, Kollektivbedürfnis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 20:30:50,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Kollektivbedürfnis,Artikel/Definition/Beispiel,,"Kollektivbedürfnisse sind Wünsche, die in einer Gemeinschaft entstehen.",Kollektivbedürfnisse beruhen auf dem Bedürfnis vieler Menschen und können nur Gemeinschaft erfüllt/befriedigt werden.,Die Arbeitnehmer des Unternehmen U haben das Bedürfnis in einem sicheren Arbeitsumfeld zu arbeiten.,"Bedürfnis, Individualbedürfnis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 20:33:40,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Materielles Bedürfnis,Artikel/Definition/Beispiel,,Das Bedürfnis nach physischen Gegenständen.,"Materielle Bedürfnisse sind auf physische Güter ausgerichtet, die mit Preisen bewertet werden.",Die Privatperson P hat das Bedürfnis nach einem Mobiltelefon des Herstellers X.,"Bedürfnis, Immaterielles Bedürfnis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 20:37:02,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Immaterielles Bedürfnis,Artikel/Definition/Beispiel,,Das Bedürfnis nach Wünschen geistig-kultureller Natur.,"Immaterielle Bedürfnisse beinhalten Wünsche, die nicht von physischer, sonder von geistiger Art sind. Dazu gehören beispielsweise Sicherheit, Anerkennung, Macht und Zuneigung.",Das Unternehmen VW hat das Bedürfnis nach Glaubwürdigkeit bei seinen Kunden.,"Materielles Bedürfnis, Bedürfnis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 20:40:48,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Existenzbedürfnis,Artikel/Definition/Beispiel,,"Existenzbedürfnisse sind die primären Bedürfnisse eines Menschen, die lebensnotwendig sind.","Die Existenzbedürfnisse dienen dem Selbsterhalt. Hunger, Durst, Unterkunft und Kleidung gehören zu den Existenzbedürfnissen.",Die Privatperson P ist durstig und hat das Bedürfnis nach einem Getränk.,"Luxusbedürfnis, Bedürfnis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 20:45:56,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Luxusbedürfnis,Artikel/Definition/Beispiel,,Ein Luxusbedürfnis beschreibt den Wunsch eines Menschen über die Existenzbedürfnisse hinaus nach luxuriösen Gütern.,"Luxusbedürfnisse dienen dem Zweck der Selbstverwirklichung und der Anerkennung seines Umfeldes. Eine Zuordnung von Luxusgütern erfolg individuell, da es je nach Lebensstandard ein Unterschied ist, ob es sich um ein Luxusbedürfnis des jeweiligen Menschen handelt.",Die Privatperson P hat das Bedürfnis in einen zweiwöchigen Urlaub nach Dubai zu fliegen.,"Existenzbedürfnis, Bedürfnis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 22:03:28,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Produktionsfaktoren,Artikel/Definition/Beispiel,,"Wirtschaftsgut, dass in der Produktion eingesetzt und kombiniert wird, um Güter und Waren herzustellen.","Es wird zwischen volkswirtschaftlichen und nach betriebswirtschaftlichen Produktionsfaktoren unterschieden. Zu den volkswirtschaftlichen Produktionsfaktoren (Gesamtwirtschaftliche Sicht) zählen Boden, Arbeit und Kapital. Zu den betriebswirtschaftlichen Produktionsfaktoren (Einzelwirtschaftliche Sicht) gehören die dispositiven und die originären Faktoren.","In der Produktion eines Handyherstellers, werden neben Rohstoffen, wie Metall und Kunststoff auch Handelswaren, wie die fremdbezogene Kamera eingebaut, um letztlich das Handy fertigzustellen.","Volkswirtschaftliche Produktionsfaktoren, Betriebswirtschaftliche Produktionsfaktoren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 22:09:17,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Volkswirtschaftliche Produktionsfaktoren,Artikel/Definition/Beispiel,,"Boden, Arbeit und Kapital als elementaren Faktoren der Produktion von Gütern und Waren.","Die Produktion eines jeden Gutes beruht auf Humankapital, Sachkapital und Naturkapital.","Zur Produktion eines Laptops wird ein Standort zur Produktion sowie der Abbauboden der Rohstoffe benötigt. Gleichzeit wird Personal eingestellt, um das Produkt zu konzipieren und herzustellen. Aus den Faktoren entsteht ein Ertrag, welcher das Kapital darstellt.","Produktionsfaktoren, Betriebswirtschaftliche Produktionsfaktoren, Boden, Arbeit, Kapital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 22:13:08,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Boden,Artikel/Definition/Beispiel,,"Das Naturkapital als einer der drei volkswirtschaftlichen Produktionsfaktoren, zur Erstellung von Waren und Gütern.","Zum Boden gehören Ressourcen, die durch die Natur bereitgestellt wurden. Unter Berücksichtigung des Umweltaspektes wird dem Faktor zunehmende Bedeutung geschenkt.","Die Sonnenenergie und die Wasserkraft wird verwendet, damit das Elektrizitätswerk mit Strom versorgt wird und diesen weiterleiten kann.","Volkswirtschaftliche Produktionsfaktoren, Anbauboden, Abbauboden, Standortboden",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 22:15:56,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Anbauboden,Artikel/Definition/Beispiel,,"Ein Teil des Bodens, der der Land- und Forstwirtschaft dient.","Der Boden wird als Anbau durch die Land- und Forstwirtschaft genutzt, um Güter anzupflanzen und letztlich zu ernten.","Landwirte säen Weizen im Anbauboden, um ihn später zu ernten und Erträge zu erzielen.","Abbauboden, Standortboden, Boden, Produktionsfaktor, Volkswirtschaftliche Produktionsfaktoren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 22:18:17,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Abbauboden,Artikel/Definition/Beispiel,,"Ein Teil des Bodens als volkswirtschaftlicher Produktionsfaktor, der der Rohstoffgewinnung dient.",Abbauboden stellt den Gewinn von Bodenschätzen dar. Dabei werden natürliche Ressourcen aus dem Abbauboden gewonnen.,"Aus dem Abbauboden wird durch ein Bergwerkunternehmen Kohle gefördert, aus der Energie gewonnen wird.","Anbauboden, Standortboden, Boden, Volkswirtschaftlicher Produktionsfaktor, Produktionsfaktor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 22:23:18,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Standortboden,Artikel/Definition/Beispiel,,"Ein Teil des Bodens als volkswirtschaftlicher Produktionsfaktor, der der ertragsorientierten Standortwahl dient.","Die Standortwahl wird durch mehrere Faktoren, wie beispielsweise durch Mietpreise, durch die Höhe der Gewerbesteuer und den infrastrukturellen Ausbau bestimmt.","Um den hohen Mietpreisen in München aus dem Weg zu gehen, wählt eine Unternehmensberatung den Hauptstandort in einem Vorort Münchens, in welchem die Preise deutlich niedriger sind und dennoch eine sehr gute infrastrukturelle Anbindung besteht.","Abbauboden, Anbauboden, Boden, Volkswirtschaftlicher Produktionsfaktor, Produktionsfaktor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 22:28:42,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Arbeit,Artikel/Definition/Beispiel,,"Einer der drei volkswirtschaftlichen Produktionsfaktoren, mit welcher jede Arbeit einbezogen wird, die gegen Entgelt ausgeführt wird.","Die Art der Tätigkeit kann dabei überwiegend körperlich, sowie überwiegend geistig gestaltet sein. Außerdem sind sowohl ungelernte, als auch gelernte Arbeit Teil des Produktionsfaktors. Ebenfalls gelten zur Arbeit selbstständige, sowie unselbstständige Arbeit.",Der Selbstständige T erstellt gegen Entgelt eine Website für den Kleinunternehmer K.,"Boden, Kapital, Volkswirtschaftlicher Produktionsfaktor, Produktionsfaktor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 22:35:41,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Kapital,Artikel/Definition/Beispiel,,Als einer der drei volkswirtschaftlichen Produktionsfaktoren ist das Kapital der Ertrag des Einsatzes von Arbeit und Boden.,"Die Grundvoraussetzung ist, dass das Kapital nicht für Konsum-, sondern für Investitionszwecke verwendet wird. Unterschieden wird zwischen Geldkapital und Realkapital, die jeweils notwendig sind, um Güter herzustellen. ","Die Erträge aus der Herstellung und dem anschließenden Verkauf von Brötchen helfen der Bäckerei dabei, in neue Maschinen zu investieren.","Arbeit, Boden, Volkswirtschaftlicher Produktionsfaktor, Produktionsfaktor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 22:40:56,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Bruttoinvestition,Artikel/Definition/Beispiel,,"Die Gesamtheit aller Investitionen, die ein Unternehmen in einer bestimmten Periode vornimmt.","Die Bruttoinvestition erschließt sich aus dem volkswirtschaftlichen Produktionsfaktor Kapital. Durch die Erträge, die nicht konsumiert werden, wird das Kapital zu Investitionszwecken verwendet und ist den Bruttoinvestitionen zuzurechnen.","Das Start Up 3D Effect investiert in einen 3D-Drucker, um Prototypen vor Ort erstellen zu können. Die Investition in den 3D-Drucker ist Teil der Bruttoinvestitionen des Start Ups","Ersatzinvestition, Erweiterungsinvestition, Kapital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 22:44:36,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Ersatzinvestition,Artikel/Definition/Beispiel,,"Als Teil des volkswirtschaftlichen Produktionsfaktors Kapital dienen Ersatzinvestitionen der Ersetzung von Anlagegütern, die veraltet sind.","Die Erträge, welche nicht konsumiert werden, können dazu verwendet werden Ersatzinvestitionen zu tätigen, um neue und zuverlässige Maschinen zu kaufen, um alte Maschinen zu ersetzen.","Die Schokoladenfabrik ersetzt eine veraltete Schokoschmelzmaschine durch eine hochmoderne Anlage, welche die Schokolade effizienter und gleichmäßiger schmelzen lässt.","Bruttoinvestitionen, Kapital, Erweiterungsinvestitionen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 22:47:55,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Erweiterungsinvestitionen,Artikel/Definition/Beispiel,,Die Erweiterungsinvestitionen als Teil des volkswirtschafltichen Produktionsfaktors Kapital dient der Erweiterung der Kapazität eines Unternehmens.,Um die Produktions,"Um die Produktionskapazitäten zu erweitern und die hohe Nachfrage an Metallkontakten bedienen zu können, wird eine Erweiterungsinvestition durch das Unternehmen der Stahlverarbeitung  in Form einer zusätzlichen Stanzmaschine getätigt.","Ersatzinvestition, Bruttoinvestition, Kapital",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 22:54:38,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Betriebswirtschaftliche Produktionsfaktoren,Artikel/Definition/Beispiel,,"Alle immateriellen und materiellen Güter, die zur Erstellung neuer Güter genutzt werden.","Unterschieden wird zwischen dispositiven Faktoren und den originären Faktoren. Der dispositive Faktor umfasst die Leitung als Produktionsfaktor. Die originären Faktoren umfassen die ausführende Arbeit, sowie Werkstoffe und Betriebsmittel, die zur Produktion von Gütern benötigt werden.","Der Möbelhersteller profitiert durch den gemeinsamen Einsatz von Arbeit, Betriebsmitteln und Werkstoffen, unter Berücksichtigung der Zielsetzung, um eine hervorragende Möbelqualität garantieren zu können.",Produktionsfaktoren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/02/2020 22:58:01,Das Unternehmen im gesamt- und weltwirtschaftlichen Zusammenhang einordnen,,,,,,,,,"Grundlagen (Güterknappheit, ökonomisches Prinzip, VWL, Bedürfnis, Bedarf, Produktionsfaktoren)",,,,,,Dispositiver Faktor,Artikel/Definition/Beispiel,,Die Leitung des Betriebes als betriebswirtschaftlicher Produktionsfaktor.,"Die Leitung umfasste alle Aufgaben, um einen Betrieb zu führen. Zur Leitung gehören die Zielsetzung, die Planung, die Entscheidung, die Organisation sowie die Kontrolle.","Die Geschäftsführung der Daimler AG beschäftigt sich ausschließlich mit dem dispositiven Faktor des Unternehmens, sprich das Unternehmen hinsichtlich der Organisation, Kontrolle und Planung zu leiten.",Betriebswirtschaftliche Produktionsfaktoren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
