Timestamp,Teilbereich der Ausbildung,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Fachbereich,Kommentar,Fachbegriff,Inhalt,Definition,Erläuterung,Praxisbeispiel,Verwandte Themen,Kommentar/Bemerkung,Skizze,Lernfrage,Skizze,Antwortmöglichkeit 1 (bitte hier immer die richtige Antwort),Begründung 1,Antwortmöglichkeit 2,Begründung 2,Antwortmöglichkeit 3,Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Lernfrage,Skizze,Antwort 1,Antwort 2,Antwort 3,Antwort 4,Antwort 5,Antwort 6,Antwort 7,Antwort 8,Begründung,Beispiel-Rechnung ,Skizze,Antwortmöglichkeit 1 (bitte hier immer die richtige Lösung),Begründung 1,Antwortmöglichkeit 2,Begründung 2,Antwortmöglichkeit 3,Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Lernfrage,Skizze,Antwortmöglichkeit 1 (bitte richtige Wahl),Begründung 1,Antwortmöglichkeit 2 (bitte richtige Wahl),Begründung 2,"Antwortmöglichkeit 3 (falls richtig, am Anfang der Antwort mit ""R:"" beginnen)",Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Skizze,Auswahl 1,Zugehörig zu Auswahl 1,Auswahl 2,Zugehörig zu Auswahl 2,Auswahl 3,Zugehörig zu Auswahl 3,Auswahl 4,Zugehörig zu Auswahl 4,Auswahl 5,Zugehörig zu Auswahl 5,Begründung,Kommentar
12/02/2020 12:03:27,Sicherstellen der Betriebsfähigkeit automatisierter Systeme,,,,,,,,,,,,,Automatisierungtechnik 13,,,,,,On-Line-Programmierung,Artikel/Definition/Beispiel,"Die On-Line-Programmierung ist ein Verfahren, um einen Roboter zu programmieren. Die Programmierung erfolgt am oder mit dem Roboter selbst.",Es wird nochmal unterschieden in Teach-In-Verfahren und Playback-Verfahren. Die Verfahren werden nochmal einzelnd erklärt.,,"Off-Line-Programmierung
Teach-In-Programmierung
Playback-Programmierung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 12:15:53,Montieren von technischen Teilsystemen,,,,,,,Fertigungstechnik 7,,,,,,,,,,,,Unlösbare Verbindungen,Artikel/Definition/Beispiel,Eine Verbindung von Bauteilen wo sich Bauteile nur durch die Zerstörung der Verbindung oder der Bauteile zerlegen lässt. ,,Schweißnähte sind unlösbare Verbindungen.,Lösbare Verbindung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 14:08:47,Sicherstellen der Betriebsfähigkeit automatisierter Systeme,,,,,,,,,,,,,Automatisierungtechnik 13,,,,,,Off-Line-Programmierung,Artikel/Definition/Beispiel,"Die Off-Line-Programmierung ist ein Verfahren, um einen Roboter zu programmieren. Die Programmentwicklung erfolgt Offline an einem vom Roboter unabhängigen Computer. ","Während der Programmierung kann der Roboter weiter betrieben werden, es gibt keine Stillstandzeiten.",,"On-Line-Programmierung
Teach-In-Programmierung
Playback-Programmierung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 14:12:38,Sicherstellen der Betriebsfähigkeit automatisierter Systeme,,,,,,,,,,,,,Automatisierungtechnik 13,,,,,,Teach-In-Programmierung,Artikel/Definition/Beispiel,Beim Teach-In-Verfahren fährt der Programmierer den Roboter mit einer Steuerkonsole in die gewünschte Position. Alle so erreichten Koordinaten werden in der Steuerung gespeichert.,"Die Programmierung gehört zu der On-Line-Programmierung. Man ""lehrt"" dem Roboter sozusagen, wie er verfahren soll.",,"On-Line-Programmierung 
Off-Line-Programmierung 
Playback-Programmierung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 14:14:55,Sicherstellen der Betriebsfähigkeit automatisierter Systeme,,,,,,,,,,,,,Automatisierungtechnik 13,,,,,,Playback-Programmierung,Artikel/Definition/Beispiel,Der Programmierer fährt durch direktes Führen des Roboterarms die vorgesehene Bahn ab. Der Roboter wiederholt genau diese Bewegungen.,Das Verfahren gehört zu der On-Line-Programmierung,Es wird oft bei Lackierarbeiten angewandt.,"On-Line-Programmierung
Off-Line-Programmierung
Teach-In-Programmierung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 22:40:25,Montieren von technischen Teilsystemen,,,,,,,Fertigungstechnik 7,,,,,,,,,,,,Pressverbindung,Artikel/Definition/Beispiel,Eine Verbindung die Kräfte und Drehmomente kraftschlüssig überträgt.,"Damit eine Pressverbindung entsteht müssen die Fügestellen ein Übermaß zwischen den Passmaßflächen besitzten. Es gibt viele Verfahren um eine Pressverbindung herzustellen, z.B. durch das erwärmen des Außenteils, durch kühlen des Innenteils oder durch Hydraulikverfahren. ",Ein Innenring eines Wälzlagers kann durch verschiedene Verfahren auf eine Welle gefügt werden so dass eine Pressverbindung entsteht.,"Schnappverbindungen
Übermaßpassungen ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 22:44:09,Montieren von technischen Teilsystemen,,,,,,,Fertigungstechnik 7,,,,,,,,,,,,Schnappverbindung,Artikel/Definition/Beispiel,Eine Verbindung die durch die Elastizität eines Werkstoff Bauteile verbinden kann. ,Bei einer Schnappverbindung verformt sich ein Fügeteil elastisch und verhakt sich lösbar oder unlösbar. ,Ein Deckel einer Spraydose haftet an der Dose durch dieses Prinzip. Der Deckel verformt sich elastisch bis er sich einhaken kann. Dies wäre im diesem Fall eine lösbare Schnappverbindung. ,Pressverbindung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 22:46:35,Montieren von technischen Teilsystemen,,,,,,,Technische Projekte 7,,,,,,,,,,,,Betriebsanleitung,Artikel/Definition/Beispiel,Es ist eine Sammlung von Informationen zum sicheren und bestimmungsgemäßen Umgang mit einem Produkt.,,Eine Bohrmaschine besitzt eine Betriebsanleitung um den sicheren Umgang zu gewährleisten. ,"Montageanleitung
Wartungsanleitung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 22:49:38,Montieren von technischen Teilsystemen,,,,,,,Technische Projekte 7,,,,,,,,,,,,Montageanleitung,Artikel/Definition/Beispiel,Eine Dokumentation für das Zusammenbau eines Produktes am Einsatzort.,In diesem Dokument findet man alles was für die Montage nötig ist. Von benötigten Werkzeugen bis zu benötigten Hilfsmittel. ,Bei einem Schrank von Ikea ist immer eine Montageanleitung dabei sodass eine korrektes und vollständiges Zusammenbauen möglich ist. ,"Wartungsanleitung
Betriebsanleitung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 22:52:37,Montieren von technischen Teilsystemen,,,,,,,Technische Projekte 7,,,,,,,,,,,,Wartungsanleitung,Artikel/Definition/Beispiel,Eine Dokumentation für die vorgeschriebene Wartung eines Produktes. ,"In diesem Dokument findet man alles für die Wartung eines Produktes, wie z.B. das Intervall für die Schmierung eines Getriebes oder das Intervall für den Ölwechsel. ",,"Betriebsanleitung
Montageanleitung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 23:02:54,Montieren von technischen Teilsystemen,,,,,,,Maschinentechnik 7,,,,,,,,,,,,Gleitlager,Artikel/Definition/Beispiel,Eine Art des Stützen und Tragen von Wellen. ,"Bei Gleitlagern dreht sich eine Welle in einer Lagerschale oder Lagerbuchse. Um die Reibungskräfte niedrig zuhalten wählt man reibungsarme Materialen, stellt eine ausreichende Schmierung zur Verfügung oder erzeugt ein Schmierfilm.  ",,"Wälzlager
Hybridlager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 23:10:10,Montieren von technischen Teilsystemen,,,,,,,Maschinentechnik 7,,,,,,,,,,,,Wälzlager,Artikel/Definition/Beispiel,Eine Art Wellen zu stützen und zu tragen. ,"Ein Wälzlager besteht aus einem Innenring, einem Aussenring, Wälzkörpern und einem Käfig. Die Wälzkörper können verschiedene Formen haben wie z.B. Kugeln, Zylinderrollen oder Kegelrollen. Die Kraftübertragung erfolgt vom der Welle das Lagergehäuse über Wälzkörper. ",Ein Radlager eines Autos ist ein Wälzlager. ,"Gleitlager
Hybridlager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 23:13:00,Montieren von technischen Teilsystemen,,,,,,,Maschinentechnik 7,,,,,,,,,,,,Viskosität,Artikel/Definition/Beispiel,Ein Maẞ für die innere Reibung die zwischen den Molekülen einer Flüssigkeit stattfinden. ,"Flüssigkeiten mit hoher Viskosität sind zähflüssiger als Flüssigkeiten mit niedriger Viskosität. Desto mehr die Temperatur einer Flüssigkeit steigt desto kleiner wird die Viskositätszahl, die Flüssigkeit wird also dünnflüssiger.",Schneidöle haben eine höhere Viskosität als KSS (Kühlschmierstoffe),"Schneidöl
Kühlschmierstoffe
Emulsion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 23:17:23,Montieren von technischen Teilsystemen,,,,,,,Maschinentechnik 7,,,,,,,,,,,,Hybridlager,Artikel/Definition/Beispiel,Wälzlager wo die Lagerringe und die Wälzkörper unterschiedliche Werkstoffe haben.,,,"Gleitlager
Wälzlager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 23:22:49,Montieren von technischen Teilsystemen,,,,,,,Maschinentechnik 7,,,,,,,,,,,,Gegenseitige Führung,Artikel/Definition/Beispiel,Eine Anordnung wie zwei Lager angeordnet sind. ,"Bei der Gegenseitigen Führung können beide Lager axiale Kräfte aufnehmen, aber nur in eine Richtung. Bei Temperaturschwankungen ist eine axiale Verschiebung nicht möglich, deswegen sie nur für kurze Wellen geeignet. ",,"Schwimmende Lagerrung
Fest- und Loslager
Wälzlager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 23:26:32,Montieren von technischen Teilsystemen,,,,,,,Maschinentechnik 7,,,,,,,,,,,,Schwimmende Lagerung,Artikel/Definition/Beispiel,Eine Anordnung wie zwei Lager angeordnet sind. ,"Bei einer Schwimmenden Lagerung ist ein Einbauspiel von 0,5 mm bis 1 mm vorgesehen. Bei einem Richtungswechsel der Axialkraft kann sich die Welle verschieben. Sie ist auch nur für kurze Wellen geeignet. ",,"Gegenseitige Führung
Fest- und Loslager
Wälzlager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 23:44:54,Montieren von technischen Teilsystemen,,,,,,,Maschinentechnik 7,,,,,,,,,,,,Fest- und Loslager,Artikel/Definition/Beispiel,Eine Anordnung wie zwei Lager angeordnet sind. ,"Bei Fest- und Loslagern wird ein Lager lager als Fest und das andere als Loslager eingebaut. Die Lager werden beide radial belastet. Das Festlager nimmt die gesamte Axialkraft auf sich, während das Loslager sich bei Ausdehnung der Welle in Achsrichtung verschieben kann.",,"Gegenseitige Führung
Schwimmende Lagerrung
Wälzlager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 23:53:01,Montieren von technischen Teilsystemen,,,,,,,Maschinentechnik 7,,,,,,,,,,,,Umfangslast,Artikel/Definition/Beispiel,Eine Last die vorliegt wenn bei einer Umdrehung jeder Punkt der Laufringbahn einmal belastet wird.,,,"Punktlast
Wälzlager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 23:55:22,Montieren von technischen Teilsystemen,,,,,,,Maschinentechnik 7,,,,,,,,,,,,Punktlast,Artikel/Definition/Beispiel,Eine Last die vorliegt wenn ständig der ser selbe Punkt des Laufringes belastet wird. ,,,"Umfangslast
Wälzlager",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2020 23:57:46,Montieren von technischen Teilsystemen,,,,,,,Maschinentechnik 7,,,,,,,,,,,,Statische Dichtungen,Artikel/Definition/Beispiel,Eine Dichtung die zwischen zwei nicht beweglichen Bauteilen dichtet. ,,,Bewegungsdichtungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 00:02:25,Montieren von technischen Teilsystemen,,,,,,,Maschinentechnik 7,,,,,,,,,,,,Dynamische Dichtungen,Artikel/Definition/Beispiel,Eine Dichtung die zwischen zwei gegeneinander bewegenden Bauteilen abdichtet.,"Eine Abdichtung ist nie vollkommen, deshalb tritt immer eine geringe Leckmenge aus. Dynamische Dichtungen unterscheidet man in schleifende und berührungsfreie Dichtungen.",,Ruhende Dichtungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 00:09:49,Montieren von technischen Teilsystemen,,,,,,,Werkstofftechnik 7,,,,,,,,,,,,Streckgrenze,Artikel/Definition/Beispiel,Die Kraft die während einer Zugspannung unmittelbar vor Beginn des plastischen Verformens herrscht. ,Die Streckgrenze ist ein Wert der in Newton pro Flache des gezogenen Werkstoffes angegeben wird (N/mm²). Sobald die Streckgrenze erreicht ist verformt sich der Werkstoff plastisch. ,,"Zugfestigkeit
Dauerfestigkeit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 00:10:28,Montieren von technischen Teilsystemen,,,,,,,Werkstofftechnik 7,,,,,,,,,,,,Zugfestigkeit,Artikel/Definition/Beispiel,Die größte Zugspannung die ein Werkstoff aushält.,"Bei einer Zugbeanspruchung wird geprüft wie viel Kraft maximal in einem Werkstoff herrschen kann, dies nennt man die Zugfestigkeit. Die Zugfestigkeit wird in Newton pro Quadratmillimeter angegeben. Die Fläche ist der Querschnitt des gezogenen Werkstoffes. ",,"Dauerfestigkeit
Streckgrenze",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 00:10:53,Montieren von technischen Teilsystemen,,,,,,,Werkstofftechnik 7,,,,,,,,,,,,Dauerfestigkeit,Artikel/Definition/Beispiel,"Die Dauerfestigkeit stellt dabei die größte Spannungsamplitude dar, bei der der zu prüfende Körper keine unzulässige Verformung bei unendlicher Wiederholung der Schwingung zeigt.",Spannungsamplituden oberhalb der Dauerfestigkeit kommt es zum Bruch des Prüfkörpers.,,"Streckgrenze
Zugfestigkeit",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 00:15:48,Fertigen auf numerisch gesteuerten Werkzeugmaschinen,,,,,,,,Prüftechnik 8,,,,,,,,,,,Messmittelfähigkeit,Artikel/Definition/Beispiel,Die Messmittelfähigkeit sagt aus ob ein Messmittel in der Lage ist eine Toleranz zu messen.,Die Messmittelfähigkeit ist erreicht wenn wein Messmittel eine Messunsicherheit von höchstens 10% der zumessenden Toleranz hat.,"Ein Maß soll überprüft werden, dafür muss gesorgt werden dass das Messmittel dies auch gewährleisten kann. ","Messunsicherheit
Skalenteilungswert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 00:21:24,Fertigen auf numerisch gesteuerten Werkzeugmaschinen,,,,,,,,Qualtitätsmanagement 8,,,,,,,,,,,Prüfplan,Artikel/Definition/Beispiel,"Ein Plan der vorgibt was, wann und wo zu prüfen ist. ","In einem Prüfplan wird festgelegt was geprüft werden soll, mit welchem Prüfmittel geprüft werden muss, welchen Umfang die Prüfung betragen soll, welche Prüfmethode verwendet werden soll, den Prüfzeitpunkt und wie alles anschliessend dokumentiert werden soll. ",Nach einer Fertigung sollen Funktions relevante Maße überprüft werden um sicher zustellen das diese eingehalten wurden. ,"Prüfen
Messen
Lehren
Maß Verkörperungen
Anzeigende Messgeräte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 00:29:12,Fertigen auf numerisch gesteuerten Werkzeugmaschinen,,,,,,,,Automatisierung der Fertigung 8,,,,,,,,,,,NC (numerical control),Artikel/Definition/Beispiel,NC-Maschinen können Programmanweisungen durch Buchstaben und Zahlen ausführen. ,,,"CNC (computerized numercial control)
DNC (direct numericial control)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 00:38:21,Fertigen auf numerisch gesteuerten Werkzeugmaschinen,,,,,,,,Automatisierung der Fertigung 8,,,,,,,,,,,CNC (computerized numercial control),Artikel/Definition/Beispiel,CNC-Maschinen können Programmanweisungen durch Buchstaben und Zahlen ausführen und Steuerbefehle können jederzeit an einen eigenen Rechner geändert werden.,CNC-Maschinen sind sehr wichtig für die Massenproduktion. Sie können auch sehr komplexe Bauteile herstellen. Heutzutage sind diese Maschinen unausdenklich in einer Produktion. ,,"NC (numerical control)
DNC (direct numericial control)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 00:41:59,Fertigen auf numerisch gesteuerten Werkzeugmaschinen,,,,,,,,Automatisierung der Fertigung 8,,,,,,,,,,,DNC (direct numericial control),Artikel/Definition/Beispiel,DNC-Maschinen besitzen einen Zentralrechner der mehrere NC-Maschinen gemeinsam steuert. ,,,"NC (numerical control)
CNC (computerized numercial control)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 00:51:35,Fertigen auf numerisch gesteuerten Werkzeugmaschinen,,,,,,,,Automatisierung der Fertigung 8,,,,,,,,,,,Inkrementales Wegmesssystem,Artikel/Definition/Beispiel,Bei dem Inkrementalen Wegmesssystem werden gleich große Messschritte addiert oder subtrahiert. ,Die Summe der gezählten Zählimpulse entspricht dem Weg des Schlittens. Beim Einschalten der Maschine muss ein Referenzpunkt angefahren werden um zu ermitteln wo sich der Schlitten befindet. ,Ein häufiges Wegmesssystem einer automatisierten Maschine. ,"Absolutes Wegmesssystem
Direktes Wegmessung
Indirektes Wegmessung
Referenzpunkt
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 00:55:36,Fertigen auf numerisch gesteuerten Werkzeugmaschinen,,,,,,,,Automatisierung der Fertigung 8,,,,,,,,,,,Absolutes Wegmesssystem,Artikel/Definition/Beispiel,Hier besitzt jeder Teilungsschnitt ein exakten Zahlenwert.,Bei dem absoluten Wegmesssystem ist die Position immer sofort bekannt durch den individuellen Zahlenwert. Es muss also kein Referenzpunkt angefahren werden. ,"Ein häufiges Wegmesssystem einer automatisierten Maschine.
","Inkrementales Wegmesssystem
Direktes Wegmessung
Indirektes Wegmessung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 01:02:06,Fertigen auf numerisch gesteuerten Werkzeugmaschinen,,,,,,,,Automatisierung der Fertigung 8,,,,,,,,,,,"Direkte Wegmessung
",Artikel/Definition/Beispiel,Die Messeinrichtung wird hier direkt an dem Schlitten angebracht.,Die Messeinrichtung muss hier gut vor Verschmutzungen geschützt werden. ,Ein häufige Wegmessung einer automatisierten Maschine. ,"Inkrementales Wegmesssystem
Absolutes Wegmesssystem
Indirektes Wegmessung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 01:11:32,Fertigen auf numerisch gesteuerten Werkzeugmaschinen,,,,,,,,Automatisierung der Fertigung 8,,,,,,,,,,,"Indirekte Wegmessung
",Artikel/Definition/Beispiel,Die Messeinrichtung wird hier starr mit Vorschubspindel verbunden. ,Bei den Drehbewegungen des Vorschubmotors werden die am Messkopf vorbeilaufenden Striche des Strichscheibe und damit die Umdrehungen gezählt. Durch die gezählten Umdrehungen und der Steigung der Spindel kann anschließend die Position des Schlittens errechnet werden.,Ein häufige Wegmessung einer automatisierten Maschine. ,"Inkrementales Wegmesssystem
Absolutes Wegmesssystem
Direktes Wegmessung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 01:14:46,Fertigen auf numerisch gesteuerten Werkzeugmaschinen,,,,,,,,Automatisierung der Fertigung 8,,,,,,,,,,,Maschinennullpunkt,Artikel/Definition/Beispiel,Der Nullpunkt der Maschinenkoordinaten der vom dem Maschinenhersteller festgelegt wurde.,Dieser Punkt kann nicht verändert werden. ,,"Referenzpunkt
Werkzeugträgerbezugspunkt
Werkstücknullpunkt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 01:20:30,Fertigen auf numerisch gesteuerten Werkzeugmaschinen,,,,,,,,Automatisierung der Fertigung 8,,,,,,,,,,,Referenzpunkt,Artikel/Definition/Beispiel,Der Punkt ist eine festgelegte Position in einem Wegmesssystem.,Der Referenzpunkt von dem Maschinenhersteller festgelegt und wird hauptsächlich bei CNC-Maschinen mit inkrementellem Wegmesssystem benötigt. Bei Einschalten der Maschine müssen die Referenzpunkte der Achsen angefahren werden um das Wegmesssystem zu kalibrieren.,,"Werkzeugträgerbezugspunkt
Werkstücknullpunkt
Maschinennullpunkt
Kalibrieren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 01:26:54,Fertigen auf numerisch gesteuerten Werkzeugmaschinen,,,,,,,,Automatisierung der Fertigung 8,,,,,,,,,,,Werkstücknullpunkt,Artikel/Definition/Beispiel,Eine Koordinate die der Programmier festlegt worauf sich das Program bezieht.,"Ohne Werkstücknullpunkt müssen alle Maße eines Programes sich auf den Maschinennullpunkt beziehen. Das dies zu umständlich wäre, legt man ein Werkstücknullpunkt fest. ",,"Werkzeugträgerbezugspunkt
Referenzpunkt
Maschinennullpunkt
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 01:31:58,Fertigen auf numerisch gesteuerten Werkzeugmaschinen,,,,,,,,Automatisierung der Fertigung 8,,,,,,,,,,,Punktsteuerung,Artikel/Definition/Beispiel,Mit einer Punktsteuerung steuert man das Werkzeug zu einem bestimmten Punkt.,Die Punktsteuerung erfolgt im Eilgang und ohne Werkzeugeingriff.,Der Fräser soll zu dem Punkt 10/0 gesteuert werden. Dann steuert die Maschinen den Fräser im Eilgang dort hin.,"Streckensteuerung
Bahnsteuerung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 01:35:49,Fertigen auf numerisch gesteuerten Werkzeugmaschinen,,,,,,,,Automatisierung der Fertigung 8,,,,,,,,,,,Streckensteuerung,Artikel/Definition/Beispiel,Eine Vorschubbewegung mit nur einer Achse. ,Hier wird nur in eine Achs Richtung bearbeitet. ,Der Fräser soll von dem Punkt 10/0 bis zum Punkt 20/0 fräsen. ,"Punktsteuerung
Bahnsteuerung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 01:39:08,Fertigen auf numerisch gesteuerten Werkzeugmaschinen,,,,,,,,Automatisierung der Fertigung 8,,,,,,,,,,,Bahnsteuerung,Artikel/Definition/Beispiel,Eine Vorschubbewegung mit zwei oder mehreren Achsen.,Bei der Bahnsteuerung werden beim fräsen z.B. zwei oder mehrere Achsen mit einem Vorschub verfahren. ,"Hier können Bogen, Kreise oder Radien gefräst werden. ","Punktsteuerung
Streckensteuerung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 01:45:48,Fertigen auf numerisch gesteuerten Werkzeugmaschinen,,,,,,,,Automatisierung der Fertigung 8,,,,,,,,,,,Schlichten,Artikel/Definition/Beispiel,"Das Fertigdrehen, um präzise das Endmaß und die gewünschte Oberflächengüte zu erreichen.","Beim Schlichten bei dem automatisierten Fertigen wird hier entgratet, die Kontur fertiggestellt, das präzise Endmaß und die gewünschte Oberflächengüte erreicht.",Der letzte Schritt beim automatisierten Fertigen ist das Schlichten. ,Schruppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 01:47:27,Fertigen auf numerisch gesteuerten Werkzeugmaschinen,,,,,,,,Automatisierung der Fertigung 8,,,,,,,,,,,Schruppen,Artikel/Definition/Beispiel,"Das Vordrehen, um am wirtschaftlichsten das Produkt zu fertigen wird ein hohes Zeitspanvolumen erziehlt.",Hier werden meistens die ganzen Konturen vorgedreht und das Werkstück mit einem Aufmaß vorgedreht. ,,Schlichten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/02/2020 12:53:20,Sicherstellen der Betriebsfähigkeit automatisierter Systeme,,,,,,,,,,,,,Automatisierungtechnik 13,,,,,,Stetige Regelung,Artikel/Definition/Beispiel,"Bei stetigen Reglern ändert sich die Stellgröße (Ausgangssignal) bei jeder Änderung der Regeldifferenz,
die Stellgröße kann jeden konstruktiv bedingten Zwischen - bzw. Endwert annehmen.","stetige Regler haben den Vorteil, dass sie Lastspitzen beim Anfahren von Motoren oder Kühlaggregaten besser verarbeiten können. ","Der Verbrennungsmotor in einem Pkw, bzw. Drehzahl, muss derart regelbar sein, dass Drehmomente immer entsprechend der Anforderung auf die Räder und letztlich die Straße übertragen werden. ",Unstetige Regelung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
