Timestamp,Teilbereich der Ausbildung,Unterkategorie des Teilbereichs,Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (Großhandels Inhalte),Unterkategorie des Teilbereichs (Außenhandels Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Teilbereichs (gemeinsame Inhalte),Unterkategorie des Fachbereichs,Kommentar,Fachbegriff,Inhalt,Kommentar,Definition,Erläuterung,Praxisbeispiel aus der Wirtschaft,Verwandte Themen,Kommentar/Bemerkung,Skizze,Lernfrage ,Antwortmöglichkeit 1.1 (bitte hier immer die richtige Antwort),Begründung 1.1 (bitte hier immer die richtige Antwort),Antwortmöglichkeit 1.2,Begründung 1.2,Antwortmöglichkeit 1.3,Begründung 1.3,Antwortmöglichkeit 1.4,Begründung 1.4,Antwortmöglichkeit 1.5,Begründung 1.5,Frage,Skizze,Antwort 1,Antwort 2,Antwort 3,Antwort 4,Antwort 5,Antwort 6,Antwort 7,Antwort 8,Begründung der Reihenfolge,Skizze,Beispiel-Rechnung ,Antwortmöglichkeit 1.1 (bitte hier immer die richtige Lösung),Begründung 1.1 (bitte hier immer die richtige Antwort),Antwortmöglichkeit 1.2,Begründung 1.2,Antwortmöglichkeit 1.3,Begründung 1.3,Antwortmöglichkeit 1.4,Begründung 1.4,Antwortmöglichkeit 1.5,Begründung 1.5,Lernfrage,Skizze,Antwortmöglichkeit 1.1 (bitte richtige Wahl),Begründung 1.1 (bitte hier immer die richtige Antwort),Antwortmöglichkeit 1.2 (bitte richtige Wahl),Begründung 1.2 (bitte hier immer die richtige Antwort),"Antwortmöglichkeit 1.3 (falls richtig, am Anfang der Antwort mit ""R:"" beginnen)",Begründung 1.3,Antwortmöglichkeit 1.4,Begründung 1.4,Antwortmöglichkeit 1.5,Begründung 1.5,Auswahl 1,Zugehörig zu Auswahl 1,Auswahl 2,Zugehörig zu Auswahl 2,Auswahl 3,Zugehörig zu Auswahl 3,Auswahl 4,Zugehörig zu Auswahl 4,Auswahl 5,Zugehörig zu Auswahl 5,Begründung,Skizze,Frage,"Antwort (Soll); bitte bei mehreren Soll, mit einem ; trennen","Antwort (Haben) bitte bei mehreren Haben, mit einem ; trennen",Begründung,Leere Tabelle,Fragestellung,Lösung (ergänzte Tabelle),Begründung,Skizze
18/02/2020 09:10:57,Aufträge kundenorientiert bearbeiten,,Eigentum & Besitz,,,,,,,,,,,,,,,,,,,,,,,,Unterscheidung von Eigentum und Besitz ,Artikel/Definition/Beispiel,,,"Eigentum: 
   Rechtliche Verfügungsgewalt über eine Sache 
   ->  Wem gehört es?

Besitz:
   Tatsächliche Verfügungsgewalt über eine Sache 
   -> Wer hat es? ","Autoeigentümer kann das Auto verkaufen 

Autobesitzer kann das Auto kaputt fahren ",Eigentumsübertragung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2020 10:10:31,Aufträge kundenorientiert bearbeiten,,Eigentumsvorbehalt,,,,,,,,,,,,,,,,,,,,,,,,"Eigentum erlischt, wenn.. ",Artikel/Definition/Beispiel,,,"1. bei gutgläubigen Erwerb, somit ist neuer Käufer Eigentümer 

2. wenn der Gegenstand eine Sache ist, die auf einem Grundstück steht bzw. es damit 
    verbunden ist 

3. wenn der Gegenstand vernichtet / zerstört oder verbraucht wurde 

4. wenn der volle Kaufpreis bezahlt wurde ",,Eigentum und Besitz ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2020 10:10:33,Aufträge kundenorientiert bearbeiten,,Eigentumsvorbehalt,,,,,,,,,,,,,,,,,,,,,,,,Formen des Eigentumsvorbehalts ,Artikel/Definition/Beispiel,,"Der Eigentumsvorbehalt ist eine Vereinbarung zwischen Käufer und Verkäufer, wobei der Käufer bis zur vollständigen Bezahlung nur Besitzer ist.","A) Einfacher (gewöhnlicher) Eigentumsvorbehalt
   Verkäufer bleibt so lange Eigentümer der Ware, bis Käufer den vollen Preis bezahlt hat.
      Mögliche Folge:
      Verkäufer kann bei Zahlungsverzug vom Kaufvertrag zurücktreten und erhält somit
      einen Herausgabeanspruch auf die von ihm gelieferte Ware 

B) Verlängerter Eigentumsvorbehalt 
   Anwendung bei: Weiterverkauf, Weiterverbreitung und Vermischung der Ware 
      Mögliche Folge:
      1. Verkäufer erwirbt ein Miteigentum an dem neuen Produkt 
      2. Zession -> Käufer tritt seine Forderung gegenüber dritten zur Sicherung der Zahlung 
      an den Verkäufer ab

C) Erweiterter Eigentumsvorbehalt 
   Verkäufer bleibt Eigentümer aller an den Käufer gelieferter Waren und zwar so lange, bis 
   alle offenen Forderungen des Verkäufers beglichen sind ","A) Einfacher (gewöhnlicher) Eigentumsvorbehalt
 - Wird der Kaufpreis nicht bezahlt, holt der Lieferant den gelieferten Gegenstand wieder 
   zurück.

B) Verlängerter Eigentumsvorbehalt  
- Der Verkäufer bekommt sein Geld, sobald der Zwischenhändler die Ware verkauft hat.

C) Erweiterter Eigentumsvorbehalt 
- Der Verkäufer liefert zwei Lieferungen. Wird jedoch bloß eine bezahlt kann er beide zurück 
   fordern.",Eigentum und Besitz ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2020 10:56:34,Personalwirtschaftliche Aufgaben wahrnehmen,,,,,,,,,Entgeltabrechnung,,,,,,,,,,,,,,,,,Kinderfreibetrag,Artikel/Definition/Beispiel,,"Vom Einkommen abzuziehender Freibetrag, welcher für jedes zu berücksichtigende Kind des Steuerpflichtigen gewährt wird, wenn nicht die Inanspruchnahme von Kindergeld günstiger ist.","- grundsätzlich wird der Kinderfreibetrag bei der Lohnsteuer nicht mehr berücksichtigt, er hat jedoch Einfluss auf die Kirchensteuer und den Solidaritätszuschlag und wird deshalb in der Lohnsteuermeldung fürs Finanzamt eingetragen.

- jedes Kind wird in der Lohnsteuer mit dem Zähler von 0,5 berücksichtigt

- der Zähler erhöht sich auf 1, wenn die im Inland wohnenden Eltern miteinander verheiratet sind und nicht dauern getrennt leben

- bei getrennt lebenden steht jedem Elternteil nur der Zähler von je 0,5 zu, jedoch kann sich ein Elternteil den Zähler des anderen übertragen lassen, wenn NUR er der Unterhaltspflicht nachkommt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2020 10:57:21,Aufträge kundenorientiert bearbeiten,,Kaufvertrag,,,,,,,,,,,,,,,,,,,,,,,,Verpflichtungs- und Erfüllungsgeschäft beim Kaufvertrag ,Artikel/Definition/Beispiel,,"Verpflichtungsgeschäft: 
Rechtsgeschäft, bei dem für jemanden Schulden entstehen

Erfüllungsgeschäft: 
Rechtsgeschäft, bei dem jemand seine Schulden begleicht ","Dem Verpflichtungsgeschäft in Form des Kaufvertrages muss das Erfüllungsgeschäft zur ordentlichen Vertragsabwicklung folgen §433 BGB

   -> Mit dem Kaufvertrag (Verpflichtungsgeschäft) verpflichten sich beide Parteien den
       Vertrag zu Erfüllen (Erfüllungsgeschäft) 

Leistung des Verkäufers:
   Die Wate zur richtigen Zeit, am richtigen Ort, mängelfrei zu übergeben und das Eigentum
   zu Übertragen 
   + Annahme des Kaufpreises 

Leistung des Käufers:
   Annahme der Ware und Prüfung 
   + Bezahlung des Kaufpreises ",,Eigentumsvorbehalt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2020 10:57:24,Aufträge kundenorientiert bearbeiten,,Schlechtleistung / Mangelhafte Lieferung,,,,,,,,,,,,,,,,,,,,,,,,Mängelarten ,Artikel/Definition/Beispiel,,,"Sachmängel (§434 BGB):

1. Mangel in der Art 
   -> Flasche Ware wurde geliefert

2. Mangel in der Beschaffenheit 
   -> Abweichend von der normalen oder vereinbarten Beschaffenheit (z.B. TV mit kaputtem 
       Gehäuse) 

3. Mangel in der Menge 
   -> Es wurde zu wenig geliefert

4. Ware ungleich Werbung 
   -> Durchschnittsverbrauch eines PKW wird in der Praxis nie erreicht 

5. Mangelhafte Montageanleitung 
   -> Unverständliche, lückenhafte oder inhaltliche Flasche Montageanleitung 

6. Montagemangel
   -> z.B. Bei einer Küche wird die Spülmaschine falsch angeschlossen und es entsteht ein 
       Wasserschaden 


Rechtsmängel (§435 BGB): 

- Sache ist mit Pfandrecht belastet 
- Verkäufer ist nicht Eigentümer ",,Schlechtleistung (mangelhafte Lieferung) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2020 10:57:28,Aufträge kundenorientiert bearbeiten,,Schlechtleistung / Mangelhafte Lieferung,,,,,,,,,,,,,,,,,,,,,,,,Pflichten des Käufers ,Artikel/Definition/Beispiel,,,"Bei zweiseitigem Handelskauf:
   Beide Vertragspartner handeln als Kaufleute 
   
1. Prüfpflicht:
      unverzüglich (ohne schuldhaftes zögern)
      
2. Rügepflicht 
      Die Pflicht, sich aktiv zu melden bei Mängel / Beschäftigung

2.1. offene Mängel 
      unverzügliche Meldepflicht 

2.2. versteckte Mängel 
      unverzügliche Meldepflicht, jedoch spätestens 2 Jahre nach Entdeckung (Ansonsten 
      greift die Verjährung) 


Bei einseitigem Handelskauf
   Nur ein Vertragspartner ist Kaufmann (Verbrauchsgüter Kauf) 

1. Prüf- und Rügepflicht 
      innerhalb von 2 Jahren (Ansonsten greift Verjährung) 

Aber: 
In den ersten 6 Monaten muss der Verkäufer beweisen, dass er seine Ware ohne Fehler 
verkauft hat. 
-> Danach liegt die Beweislast beim Käufer 

2. Rückgriffsrecht des Verkäufer (§478 BGB)
      Der Verkäufer, kann bei einer mangelhaften Sache den Lieferanten mit in die    
      Verantwortung nehmen 



       ",,Mängelarten ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2020 11:16:52,Personalwirtschaftliche Aufgaben wahrnehmen,,,,,,,,,Entgeltabrechnung,,,,,,,,,,,,,,,,,Schema Gehaltsabrechnung,Artikel/Definition/Beispiel,,Faktoren aus welcher sich die Entgeltabrechnung zusammensetzt,"Grundgehalt
+ Vermögenswirksame Leistungen des Arbeitgebers
+ sonstige Zuschläge (Prämien, Weihnachtsgeld, usw.)
= Bruttogehalt
− Steuern (Lohnsteuer, Kirchensteuer, Solidaritätszuschlag)
− Sozialversicherungsbeiträge (KV, PV, AV, RV)
= Nettogehalt
− Vermögenswirksames Sparen des Arbeitnehmers
− bereits ausbezahlte Vorschüsse
− sonstige Abzüge
= ausbezahltes Gehalt",,"Lohnsteuerklassen, Kinderfreibetrag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2020 11:31:31,Aufträge kundenorientiert bearbeiten,,Schlechtleistung / Mangelhafte Lieferung,,,,,,,,,,,,,,,,,,,,,,,,Rechte des Käufers bei mangelhafter Lieferung (§437 BGB),Artikel/Definition/Beispiel,,Bei einer Nacherfüllung werden Mängel durch den Verkäufer oder Hersteller beseitigt. ,"Vorrangige Nacherfüllung (§439 BGB):

Der Käufer hat die Wahl zwischen Nachbesserung oder einer Neulieferung.

- Verkäufer kann Nachbesserung und/oder Neulieferung verweigern, wenn er   
  unverhältnismäßig (vgl. 439 Abs. 3 BGB)
- Nacherfüllung = fehlgeschlagen nach zwei erfolglosen Nachbesserungsversuchen 
  (§440 BGB)
- Nacherfüllungsanspruch auch bei geringfügigen Mängeln 

Zusätzlich kann der Käufer Schadensersatz neben der Leistung vordern, sofern eine  Verschuldung vorliegt.


Nachrangig (i.d.R. erst nach erfolglosem Ablauf einer dem Verkäufer zur Nacherfüllung gesetzten Frist): 

Rücktritt vom Vertrag §§ 440, 323, 326 BGB

Minderung §§ 441 BGB

Schadenersatz statt Leistung §§ 280, 281, 440 BGB

Ersatz vergeblicher Aufwendungen §284 BGB  ","- Ersatzlieferung 
- Reparatur 
- Ausbesserung 
- Austausch ",Mängelarten ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2020 11:44:38,Personalwirtschaftliche Aufgaben wahrnehmen,,,,,,,,,Entgeltabrechnung,,,,,,,,,,,,,,,,,Vermögenswirksame Leistungen (VL),Artikel/Definition/Beispiel,,"Ist ein Teil des Arbeitslohns, welcher regelmäßig und langfristig durch den Arbeitgeber angelegt wird. Entweder werden die VL ganz oder teilweise vom Arbeitgeber bezahlt (z.B. in Tarifverträgen geregelt). Der Arbeitgeber überweist den gesamten Sparbetrag direkt an die zuständige Stelle (z.B. Bausparkasse, Aktienfonds).","Wie werden Vermögenswirksame Leistungen (VL) staatlich gefördert? (5. Vermögensbildungsgesetz)

- Höhe des privaten Sparbeitrags
  -> max. 470€/Jahr in Bausparverträge
  -> max. 400€/Jahr in Aktienfonds
- Höhe des staatlichen Zuschusses
  -> 9% Sparzuschlag auf Bausparverträge (max. 42,30€/Jahr)
  -> 20% Sparzuschlag auf Aktienfonds (max. 80€/Jahr)
- Wer erhält den staatlichen Zuschuss?
  -> Alleinstehende erhalten im Bezug auf Bausparverträge 17.900€ und auf Aktienfonds 20.000€ Zuschuss, welcher zu versteuerndes Einkommen ist.
  -> Verheiratete erhalten im Bezug auf Bausparverträge 35.800€ und auf Aktienfonds 40.000€ Zuschuss, welcher zu versteuerndes Einkommen ist.

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/2020 11:41:53,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Bezugsquellenermittlung,,,,,,,,,,,,,,,,,,,,,Bereitstellungsprinzipien: Bedarfsdeckung mit Vorratshaltung,Artikel/Definition/Beispiel,,Produkte können unterschiedlich bereitgestellt werden. Entweder man kauft sie in großen Mengen und hat sie dann auf Vorrat (Bedarfsdeckung mit Vorratshaltung) oder man besorgt sie erst wenn der Bedarf dafür aufkommt z.B. eine Bestellung (Bedarfsfeckung ohne Vorratshaltung).,"Bedarfsdeckung mit Vorratshaltung (ständige Vorratshaltung)
=> Vorratsbeschaffung
Vorteile: 
- niedrige Bestellkosten
- Mengenrabatte
- hohe Lieferbereitschaft
Nachteile:
- hohe Lagerkosten 
- hohe Kapitalbindung
- hoher Platzbedarf
- ggf. Mindesthaltbarkeitsdatum überschritten 
Sinnvoll, wenn: Die durch Vorratskäufe erzielten Preisnachlässe die hohen Lagerkosten übersteigen
=> Herstellung der Lieferfähigkeit","Der Technikgroßhandel TechMarkt möchte ein neues Produkt anbieten. Sie entscheiden sich für ein paar Kopfhörer, sind sich aber unsicher ob sie Bedarfsdeckung mit oder ohne Vorratshaltung betreiben sollen. 
Da sie davon ausgehen, dass die Nachfrage für die Kopfhörer sehr hoch sein wird und der Lieferant ihnen mitgeteilt hat, dass sie Mengenrabatte erhalten können entscheiden sie sich für eine Bedarfsdeckung mit Vorratshaltung. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/2020 11:48:57,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Bezugsquellenermittlung,,,,,,,,,,,,,,,,,,,,,Bereitstellungsprinzipien: Bedarfsdeckung ohne Vorratshaltung,Artikel/Definition/Beispiel,,Produkte können unterschiedlich bereitgestellt werden. Entweder man kauft sie in großen Mengen und hat sie dann auf Vorrat (Bedarfsdeckung mit Vorratshaltung) oder man besorgt sie erst wenn der Bedarf dafür aufkommt z.B. eine Bestellung (Bedarfsfeckung ohne Vorratshaltung).,"Bedarfsdeckung ohne Vorratshaltung (Beschaffung erst bei Kundenauftrag) 
=> Einzelbeschaffung
Vorteile: 
- geringe Lagerkosten
- geringe Kapitalbindung
- immer ""up-to-date""
Nachteile:
- starke Abhängigkeit vom Lieferant
- hohe Bestellkosten
- keine Mengenrabatte
Sinnvoll bei A-Güter, bei denen aufgrund von ihrem hohen Wert eine Lagerhaltung riskant wäre.
=> Minimierung der Lagerkosten ","Der Technikgroßhandel TechMarkt bietet auch ältere Computermodelle an. Da sie jedoch wissen, dass ein neues Modell in wenigen Monaten auf den Markt kommt, die alten Modelle jedoch immer noch einen hohen Wert haben, entscheiden sie sich für die Bedarfsdeckung ohne Vorratshaltung. So bringen die Computer keine hohen Lagerkosten mit sich, können aber bei Bedarf noch geliefert werden (wahrscheinlich aber mit Zeitverzögerung).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/2020 12:03:22,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Angebotsvergleich,,,,,,,,,,,,,,,,,,,,,Skontovergleich,Artikel/Definition/Beispiel,,"Als Skonto bezeichnet man einen Preisnachlass auf einen Rechnungsbetrag, wenn dieser innerhalb eines gewissen Zeitraums gezahlt wird. Manche Unternehmen können diesen Preisnachlass jedoch nur bedingt nutzen, z.B. wenn sie ihr Konto überziehen müssen um Skonto zu nutzen.","Frage: Ist es sinnvoll sein Konto kurzfristig zu einen hohen Zinssatz zu überziehen um Skonto in Anspruch zu nehmen?

Angabe:
Rechnungsbetrag: 470,05€
Skonto: 2%
Zinssatz: 12%
Zeit d. Kontoüberziehung: 10 Tage

Schema:
1. Skontobetrag berechnen:
Rechnungsbetrag x Skonto = 470,05€ x 0,02 = 9,40€

2. Überweisungsbetrag berechnen:
Rechnungsbetrag - Skontobetrag = 470,05€ - 9,40€ = 460,65€

3. FK-Zinsen berechnen:
Tageszinsformel: 
Z = (Überweisungsbetrag x Zinssatz x Zeit d. Kontoüberziehung) : (100 x 360) 
= (460,65 x 12 x 10) : (100 x 360) = 1,54 €

4. Vergleich FK-Zins mit Skontobetrag:
Skontobetrag - FK-Zins = 9,40€ - 1,54€ = 7,86€ --> ERSPARNIS!

Kritik:
1. Es wird unterstellt, dass der Dispokredit innerhalb von 10 Tagen zurückgezahlt wird.
2. Kreditwürdigkeit bei der Bank wird unterstellt.","Der Technikgroßhandel TechMarkt möchte neue Handys bestellen. Der Lieferant bietet ihm Skonto an. Um Skonto zu nutzen müssen TechMarkt jedoch ihr Konto überziehen. Wenn sie durch die Nutzung von Skonto abzüglich der Überziehungszinsen mehr sparen, als wenn sie Den Betrag nach der Skontofrist bezahlen lohnt es sich, das Konto kurzfristig zu überziehen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/2020 12:33:55,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Angebotsvergleich,,,,,,,,,,,,,,,,,,,,,Die Anfrage - Informationsquellen,Artikel/Definition/Beispiel,,"Zunächst muss der Einkauf seine Lieferanten auswählen. Dafür braucht er Informationen, die er sich entweder extern oder intern beschaffen kann.","A) Externe Informationsquellen
- Internet
- Kataloge
- IHK
- Messen, Ausstellungen etc. 
B) Interne Informationsquellen:
- Stammlieferanten
- Messeberichte ","Der Technikgroßhandel TechMarkt ist auf der Suche nach einem neuen Lieferanten. Sie durchforsten das Internet und Fachliteratur, informieren sich bei Messen und Ausstellungen und bei und über ihre Stammlieferanten. So können sie sich eine breite Palette an Information aneignen, die ihnen dabei hilft einen Lieferanten auszuwählen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/2020 12:39:03,"Beschaffungsprozesse planen, steuern und durchführen",,,,,Angebotsvergleich,,,,,,,,,,,,,,,,,,,,,Die Anfrage - Gründe für Anfragen,Artikel/Definition/Beispiel,,"Zweck der Anfrage ist die Aufforderung zur Abgabe eines Angebots. Sie ist rechtlich unverbindlich, formfrei und hat einen bestimmten oder unbestimmten Inhalt.","1. Überprüfung der Lieferwilligkeit
2. Überprüfung der Lieferfähigkeit
3. Geschäftsbeziehungen erhalten bzw. herstellen
4. Erkunden über (Inhalte eines Angebots; 9 Punkte):
a) Lieferzeit, b) Preis, c) Menge, d) Warenart, e) Beschaffenheit, f) Zahlungsbedingungen, g) Beförderungskosten, h) Verpackungskosten, i) Erfüllungsart (gesetzlich, vertraglich, natürlich)","Nach dem sich die TechMarkt GmbH über verschiedene Lieferanten informiert hat, müssen sie diese auf ihre Lieferwilligkeit und -fähigkeit überprüfen, sowie sich über deren Angebote erkunden. ",Anfrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/2020 12:56:48,"Marketing planen, durchführen und kontrollieren",,,,,,,,,,,,,,,,,,"Projektplanung, -organisation, -dokumentation",,,,,,,,Der Prozess der Werbeplanung,Artikel/Definition/Beispiel,,Definition Werbeplan: Systematische Vorbereitung einer Werbekampagne ,"1. Zielgruppe festlegen: Welcher Personenkreis soll umworben werden?
2. Werbebotschaft: Welche Nachricht/ Slogan soll vermittelt werden? z.B. ""Waschmaschinen leben länger mit Calgon""
3. Werbemethode: Welche Werbemittel/ Werbeträger werden eingesetzt? AIDA-Formel (abgestimmt auf Zielgruppe)
4. Werbezeitpunkt: Wann soll geworben werden? z.B. saisonal, täglich/ wöchentlich, bei Einführung, etc...
5. Werberegion: Wo/ in welcher Region soll geworben werden?
6. Werbebudget: Welche/ Wie viel finanzielle Mittel stehen zur Verfügung?","Die TechMarkt GmbH möchte eine neue Werbung schalten, da sie gemerkt haben, dass ihre Verkaufszahlen bei Erwachsenen, besonders Eltern stark gesunken sind (Zielgruppe festlegen). Sie entwickeln eine Werbebotschaft, die sich an diese Leute richten soll, mit dem Slogan ""TechMarkt macht's möglich"" (Werbebotschaft) zusammen mit einem Werbefilm einer glücklichen Familie, die sich über ihren neuen Fernseher freuen. Als Werbezeitpunkt wählen sie mehrmals täglich zu den Zeiten, wo Familien am, häufigsten zusammen vor dem Fernseher sitzen, z.B. am frühen Abend oder nach dem Abendessen (Werbezeitpunkt). Sie schalten die Werbung in ihrem Verkaufsgebiet (Werberegion). Um dies zu finanzieren haben sie ein spezielles Budget, was von der Chefetage bestimmt wird (Werbebudget).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/2020 13:09:42,"Marketing planen, durchführen und kontrollieren",,,,,,,,,,,,,,,,,,Absatzplanung,,,,,,,,Direkter Absatzweg,Artikel/Definition/Beispiel,,Der Absatzweg beschreibt den Weg eines Produktes vom Hersteller zum Endkunden. Beim direkten Absatzweg wird das Produkt direkt vom Hersteller an den Kunden verkauft.,"Der Hersteller vertreibt sein Produkt z. B. über Reisende, Messen, Online Shop/ Lagerverkauf, Filiale/ Direktbetrieb
Pro: 
- kürzere Vertriebswege
- keine Handelsgewinnanteile
- besserer Kundenkontakt
- größerer preispolitischer Spielraum
Contra:
- hohe Vertriebskosten
- hohes Absatzrisiko
- kleinere Auftragsgrößen 
- hohe Lagerbestände (Kosten)",Eine kleine Dorfbäckerei stellt all ihre Produkte selber her und verkauft sie direkt ohne Zwischenschritte in der Filiale an die hungrigen Bewohner. ,Absatzweg ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/2020 13:15:54,"Marketing planen, durchführen und kontrollieren",,,,,,,,,,,,,,,,,,Absatzplanung,,,,,,,,Indirekter Absatzweg,Artikel/Definition/Beispiel,,Der Absatzweg beschreibt den Weg eines Produktes vom Hersteller zum Endkunden. Beim indirekten Absatzweg geht das Produkt vom Hersteller über mehrere andere Unternehmens es beim Kunden ankommt.,"Der Hersteller vertreibt sein Produkt z.B. über Franchising, Handelsverkehr, Versandhandel oder Großhandel, der das Produkt dann an den Einzelhandel übergibt. So hat es einen längeren Weg zum Endkunden.","Ein Hersteller von Computern verkauft seine wäre an den Technikgroßhandel TechMarkt, der die Produkte dann wiederum in seinen einzelnen Geschäften zum Verkauf anbietet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/2020 13:49:18,"Marketing planen, durchführen und kontrollieren",,,,,,,,,,,,,,,,,,Absatzplanung,,,,,,,,Reisender vs. Handelsvertreter,Artikel/Definition/Beispiel,,"Reisende arbeiten im direkten Absatzweg, während Handelsvertreter im indirekten Absatzweg vertreten sind.
Def. Reisender: Ein Reisender ist bei einem Unternehmen angestellt und versichert und handelt für das Unternehmen.
Def. Handelsvertreter: Ein Handelsvertreter arbeitet freischaffend für ein Unternehmen und schliesst Geschäfte für das Unternehmen ab.","Vorteil Reisender im Vergleich zum Handelsvertreter:
- Bei gutem Absatz günstiger
- voll verfügbar für das Unternehmen 
- Besser steuerbar

Nachteil Reisender im Vergleich zum Handelsvertreter:
- bei schlechtem Absatz teuer
- evtl. schlechtere Marktübersicht
- Allgemein: Vertriebssystem mit Reisenden teurer","Ein Großhandelsunternehmen stellt Kerzen her und vertreibt diese im indirekten Absatzweg. Der dafür zuständige Reisende Herr Flamme arbeitet für das Unternehmen. Bei gutem Vertrieb lohnt sich das für das Unternehmen, da sie so den Kundenkontakt pflegen können und Profit machen. Außerdem ist er voll verfügbar für das Unternehmen, da er nur für sie arbeitet. Bei schlechtem Absatz ist er jedoch teurer für das Unternehmen als ein Handelsvertreter. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
